IP_Address,Total_Requests,DELETE_Perc,GET_Perc,POST_Perc,PUT_Perc,4xx_Perc,5xx_Perc,Other_Perc,Unique_User_Agents,Unique_Sessions,Unique_Locations,Anomaly_Count,Top_User_Agent,Top_Location
115.196.58.107,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,0,Edge,Grenada
115.197.198.247,4,0,0.5,0.25,0.25,0.25,0.25,0.5,3,4,4,0,Safari,Latvia
115.198.125.109,4,0.5,0,0.25,0.25,0.25,0,0.75,3,4,4,0,Bot,Nicaragua
115.198.90.35,3,0,1,0,0,0.333333333,0.333333333,0.333333333,3,3,3,0,Firefox,Tunisia
115.199.35.79,3,0.333333333,0,0.666666667,0,0.333333333,0.333333333,0.333333333,3,3,3,0,Bot,Netherlands Antilles
115.208.2.9,1,0,1,0,0,1,0,0,1,1,1,0,Bot,France
115.209.37.208,1,0,0,0,1,1,0,0,1,1,1,1,Edge,Canada
115.212.79.210,1,0,0,0,1,0,0,1,1,1,1,0,Safari,Brazil
115.217.53.49,1,0,0,1,0,1,0,0,1,1,1,0,Bot,Canada
115.218.54.59,3,0,0,0.666666667,0.333333333,0.333333333,0,0.666666667,2,3,3,1,Chrome,Guinea-Bissau
115.220.230.112,5,0.4,0.2,0,0.4,0.4,0,0.6,4,5,5,0,Edge,Niue
115.225.141.62,2,0,0,0.5,0.5,0.5,0.5,0,2,2,2,0,Bot,Paraguay
115.225.9.75,5,0.2,0.2,0.2,0.4,0,0.6,0.4,4,5,5,0,Chrome,Turks and Caicos Islands
115.228.186.82,1,0,1,0,0,1,0,0,1,1,1,1,Safari,Brazil
115.230.171.125,1,0,0,1,0,0,1,0,1,1,1,0,Opera,France
115.232.17.126,2,1,0,0,0,0,0.5,0.5,2,2,2,0,Firefox,Pakistan
115.234.14.95,2,0.5,0,0.5,0,1,0,0,2,2,2,0,Edge,Czech Republic
115.235.218.90,3,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,2,3,3,0,Edge,Northern Mariana Islands
115.243.212.206,2,0.5,0.5,0,0,0.5,0,0.5,1,2,2,0,Opera,Cambodia
115.243.246.126,1,0,0,1,0,1,0,0,1,1,1,0,Bot,Germany
115.248.182.247,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,0,Chrome,Kazakhstan
115.248.36.174,4,0,0,0.5,0.5,0.5,0,0.5,3,4,4,0,Chrome,Cambodia
115.250.15.207,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,3,3,3,0,Firefox,New Caledonia
115.250.162.27,4,0.25,0.5,0,0.25,0.25,0.25,0.5,3,4,4,0,Bot,Lithuania
115.254.0.241,1,0,0,1,0,0,0,1,1,1,1,0,Opera,Nepal
115.255.121.151,5,0.2,0,0,0.8,0.4,0.2,0.4,4,5,5,0,Opera,Reunion
115.26.12.183,1,1,0,0,0,0,0,1,1,1,1,0,Bot,USA
115.26.197.180,1,0,0,0,1,0,0,1,1,1,1,0,Firefox,Germany
115.28.180.233,1,1,0,0,0,1,0,0,1,1,1,0,Bot,Eritrea
115.32.157.177,3,0,0.666666667,0,0.333333333,0.666666667,0.333333333,0,2,3,3,0,Bot,Uzbekistan
115.35.143.101,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,0,Bot,Afghanistan
115.37.97.190,4,0.25,0.5,0,0.25,0.75,0.25,0,3,4,4,0,Firefox,Iraq
115.39.161.232,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Bot,Bahrain
115.40.137.88,1,1,0,0,0,1,0,0,1,1,1,0,Safari,Canada
115.43.105.22,3,0,0,0.333333333,0.666666667,0.333333333,0.666666667,0,2,3,3,0,Bot,Ukraine
115.43.167.143,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,France
115.45.130.42,4,0.25,0.25,0.5,0,0.75,0,0.25,4,4,4,0,Opera,North Macedonia
115.47.47.193,3,1,0,0,0,0,0.666666667,0.333333333,2,3,3,0,Edge,Brazil
115.5.173.152,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Opera,Iran
115.50.52.128,6,0,0.5,0.333333333,0.166666667,0.333333333,0.5,0.166666667,4,6,6,1,Firefox,Heard Island and McDonald Islands
115.50.76.41,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,China
115.54.101.44,8,0.125,0.125,0.5,0.25,0.5,0.125,0.375,5,8,7,0,Chrome,Jersey
115.6.7.128,1,0,0,0,1,1,0,0,1,1,1,0,Bot,China
115.60.144.81,4,0.5,0,0.25,0.25,0.5,0,0.5,3,4,4,0,Chrome,Reunion
115.61.198.191,6,0,0,0.166666667,0.833333333,0.333333333,0.333333333,0.333333333,3,6,5,0,Opera,Greece
115.62.5.223,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,0,Opera,Samoa
115.65.146.225,2,0,0,0.5,0.5,1,0,0,2,2,2,0,Opera,Zambia
115.65.28.211,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,Sweden
115.66.43.231,2,1,0,0,0,0.5,0,0.5,1,2,2,0,Bot,Guam
115.7.204.150,3,0,0,0.666666667,0.333333333,0.666666667,0.333333333,0,2,3,3,0,Opera,Malta
115.71.99.68,3,0.666666667,0,0.333333333,0,0.666666667,0,0.333333333,2,3,3,0,Edge,Puerto Rico
115.73.117.139,5,0.4,0.2,0,0.4,0,0.4,0.6,4,5,5,0,Edge,Saint Kitts and Nevis
115.73.119.183,5,0.4,0.2,0.4,0,0.6,0,0.4,2,5,5,0,Bot,Norfolk Island
115.74.185.169,6,0.166666667,0.333333333,0,0.5,0.333333333,0.166666667,0.5,5,6,6,0,Chrome,Thailand
115.76.192.28,2,0,1,0,0,0,0.5,0.5,2,2,2,0,Firefox,Ukraine
115.80.65.124,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,0,Firefox,New Caledonia
115.81.198.114,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,USA
115.83.212.211,3,0,0.333333333,0.666666667,0,1,0,0,3,3,3,0,Edge,Hong Kong
115.85.239.110,1,1,0,0,0,1,0,0,1,1,1,0,Edge,France
115.88.187.206,2,0.5,0,0.5,0,0,0.5,0.5,2,2,2,0,Safari,Guadeloupe
115.89.230.8,1,0,0,1,0,0,0,1,1,1,1,0,Safari,USA
115.9.44.103,2,0,0.5,0,0.5,0,0,1,2,2,2,0,Bot,Syrian Arab Republic
115.90.160.181,5,0.4,0.2,0,0.4,0,0.8,0.2,3,5,5,0,Chrome,New Caledonia
115.90.212.5,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,0,Chrome,Slovakia (Slovak Republic)
115.90.48.134,2,0,0,0,1,0,0,1,2,2,2,0,Safari,Heard Island and McDonald Islands
115.91.102.227,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,Somalia
115.92.146.20,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,Bermuda
115.94.53.172,8,0.25,0.25,0.25,0.25,0.25,0.25,0.5,4,8,8,1,Firefox,Saint Helena
115.96.47.161,2,0.5,0.5,0,0,1,0,0,2,2,2,0,Edge,Morocco
115.97.185.239,5,0.4,0.2,0.2,0.2,0.4,0.4,0.2,4,5,5,0,Bot,Grenada
115.98.12.72,6,0,0.166666667,0.166666667,0.666666667,0.5,0.333333333,0.166666667,5,6,5,0,Safari,Vanuatu
116.1.135.236,1,0,0,0,1,0,0,1,1,1,1,0,Opera,Brazil
116.1.228.70,2,0,0,0,1,0.5,0,0.5,1,2,2,0,Opera,Antarctica (the territory South of 60 deg S)
116.100.99.243,5,0.2,0.2,0.4,0.2,0.4,0.2,0.4,4,5,5,0,Bot,El Salvador
116.102.144.62,1,0,1,0,0,0,0,1,1,1,1,0,Edge,France
116.103.114.118,1,0,0,0,1,0,1,0,1,1,1,0,Chrome,Germany
116.103.98.243,4,0.75,0.25,0,0,0,0.25,0.75,3,4,4,0,Bot,Liechtenstein
116.104.71.49,6,0.333333333,0.333333333,0,0.333333333,0.833333333,0.166666667,0,4,6,6,0,Chrome,Morocco
116.108.167.51,3,0,0.333333333,0,0.666666667,0.333333333,0,0.666666667,3,3,3,0,Firefox,Norway
116.108.209.73,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,Germany
116.11.78.151,4,0.25,0.25,0.5,0,0.25,0.25,0.5,3,4,4,0,Opera,Saint Barthelemy
116.110.31.119,1,1,0,0,0,0,0,1,1,1,1,0,Bot,Austria
116.115.93.137,1,0,1,0,0,1,0,0,1,1,1,0,Firefox,Canada
116.118.107.96,4,0.25,0,0.5,0.25,0.25,0,0.75,3,4,4,0,Firefox,Finland
116.119.131.103,5,0.4,0,0.4,0.2,0.6,0.2,0.2,4,5,5,0,Opera,Australia
116.121.99.62,1,0,1,0,0,1,0,0,1,1,1,0,Firefox,Brazil
116.122.173.46,5,0.4,0.2,0.2,0.2,0.6,0,0.4,4,5,5,0,Opera,Kazakhstan
116.125.248.173,6,0.333333333,0.333333333,0.166666667,0.166666667,0.333333333,0.166666667,0.5,5,6,6,0,Chrome,China
116.126.16.3,3,0.333333333,0,0.333333333,0.333333333,0,0,1,2,3,3,0,Opera,China
116.127.107.215,1,0,0,1,0,1,0,0,1,1,1,0,Safari,Marshall Islands
116.127.127.19,1,1,0,0,0,1,0,0,1,1,1,0,Safari,Brazil
116.13.31.73,2,0.5,0,0,0.5,1,0,0,2,2,2,0,Firefox,Trinidad and Tobago
116.138.146.197,3,0,0,0.666666667,0.333333333,0.333333333,0,0.666666667,2,3,3,0,Bot,Gambia
116.141.146.49,2,0,0.5,0.5,0,0.5,0.5,0,2,2,2,0,Firefox,Slovakia (Slovak Republic)
116.144.18.118,1,0,0,1,0,1,0,0,1,1,1,0,Edge,India
116.145.215.86,2,0,0,0,1,0.5,0,0.5,2,2,2,0,Bot,North Macedonia
116.145.62.73,1,1,0,0,0,0,0,1,1,1,1,1,Edge,India
116.147.18.245,2,0,0.5,0.5,0,0.5,0.5,0,2,2,2,0,Chrome,Romania
116.147.50.36,3,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0.666666667,2,3,3,0,Chrome,Cote d'Ivoire
116.15.33.26,4,0.5,0.25,0.25,0,0.25,0,0.75,3,4,4,0,Safari,Hong Kong
116.150.1.220,6,0.333333333,0,0.666666667,0,0.333333333,0,0.666666667,4,6,6,1,Firefox,India
116.150.86.252,3,0.666666667,0.333333333,0,0,0.666666667,0,0.333333333,3,3,3,0,Chrome,Turkmenistan
116.158.253.140,1,1,0,0,0,0,1,0,1,1,1,0,Firefox,China
116.165.177.186,5,0.6,0.4,0,0,0.6,0.2,0.2,4,5,5,1,Opera,Lao People's Democratic Republic
116.166.119.84,1,1,0,0,0,0,1,0,1,1,1,0,Safari,United States Virgin Islands
116.166.152.90,5,0.4,0.4,0.2,0,0.6,0,0.4,5,5,5,1,Firefox,Saint Kitts and Nevis
116.166.3.82,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,Lesotho
116.168.182.179,4,0.5,0.25,0,0.25,0.25,0.25,0.5,3,4,4,0,Firefox,Guatemala
116.169.114.164,1,1,0,0,0,1,0,0,1,1,1,0,Edge,Germany
116.169.176.204,2,0,0,1,0,0.5,0.5,0,2,2,2,0,Edge,Albania
116.169.252.23,2,0,0.5,0.5,0,1,0,0,2,2,2,0,Bot,Latvia
116.17.202.247,4,0.25,0.25,0.25,0.25,0.5,0.25,0.25,3,4,4,2,Edge,Russian Federation
116.171.2.247,4,0,0.25,0.5,0.25,0.25,0.25,0.5,3,4,4,0,Firefox,Niue
116.172.21.131,1,0,0,1,0,0,1,0,1,1,1,0,Firefox,Russian Federation
116.172.222.238,5,0,0.6,0.2,0.2,0.8,0,0.2,3,5,5,0,Opera,Liechtenstein
116.177.162.133,1,0,0,1,0,0,0,1,1,1,1,0,Edge,Moldova
116.178.200.163,6,0.5,0.166666667,0,0.333333333,0.666666667,0.166666667,0.166666667,4,6,6,0,Bot,Cambodia
116.18.111.53,5,0.4,0.4,0.2,0,0,0.4,0.6,4,5,5,0,Firefox,Denmark
116.18.149.218,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,Germany
116.18.79.225,4,0,0.5,0.5,0,0.5,0,0.5,3,4,4,0,Safari,Thailand
116.181.208.165,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,3,3,3,1,Chrome,United States Virgin Islands
116.182.104.214,1,0,1,0,0,0,1,0,1,1,1,0,Safari,Brazil
116.184.100.24,6,0.333333333,0.333333333,0,0.333333333,0.666666667,0.166666667,0.166666667,4,6,6,0,Bot,Samoa
116.184.96.79,4,0.25,0.25,0.25,0.25,0.5,0.25,0.25,3,4,4,0,Edge,Algeria
116.186.242.20,5,0.4,0.2,0.2,0.2,0.6,0.2,0.2,3,5,5,0,Opera,Bolivia
116.188.168.193,4,0.25,0,0.25,0.5,0.25,0,0.75,2,4,4,0,Bot,Austria
116.188.233.85,1,1,0,0,0,1,0,0,1,1,1,0,Firefox,India
116.188.60.235,8,0.375,0,0.375,0.25,0.375,0.25,0.375,6,8,7,0,Bot,Cambodia
116.190.31.172,2,0,0,0,1,0.5,0,0.5,2,2,2,0,Chrome,Jamaica
116.192.80.25,1,0,1,0,0,0,0,1,1,1,1,0,Edge,France
116.195.86.1,1,0,0,1,0,0,0,1,1,1,1,0,Opera,France
116.198.42.16,4,0.25,0.5,0,0.25,0.25,0.25,0.5,3,4,4,0,Opera,Cameroon
116.198.49.119,3,0,0,0.666666667,0.333333333,1,0,0,3,3,3,0,Chrome,Nicaragua
116.201.216.85,4,0.25,0.5,0.25,0,0.5,0,0.5,3,4,4,0,Edge,Cayman Islands
116.205.83.173,5,0.4,0.2,0.4,0,0.6,0,0.4,5,5,5,0,Edge,Cambodia
116.206.94.46,4,0,0.75,0.25,0,0.5,0,0.5,4,4,4,0,Firefox,Guadeloupe
116.207.190.239,6,0.166666667,0.333333333,0.166666667,0.333333333,0.166666667,0.333333333,0.5,5,6,6,0,Bot,Zimbabwe
116.21.109.11,2,0,0,0.5,0.5,0,0,1,1,2,2,0,Opera,Hong Kong
116.210.223.113,4,0.25,0,0.25,0.5,0.25,0.25,0.5,3,4,4,0,Firefox,Armenia
116.210.241.184,3,0,0.333333333,0,0.666666667,0.333333333,0,0.666666667,2,3,3,0,Firefox,Dominica
116.215.176.176,1,1,0,0,0,1,0,0,1,1,1,0,Safari,American Samoa
116.218.151.16,2,0,0.5,0.5,0,0,0,1,2,2,2,0,Chrome,Malta
116.22.130.138,3,0,1,0,0,0.333333333,0.333333333,0.333333333,2,3,3,0,Chrome,Turks and Caicos Islands
116.22.27.219,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,Brazil
116.220.68.168,1,0,0,1,0,1,0,0,1,1,1,0,Firefox,Brazil
116.221.185.196,5,0.6,0,0,0.4,0.4,0.2,0.4,4,5,5,0,Bot,Myanmar
116.222.179.151,2,0,0,0.5,0.5,1,0,0,2,2,2,0,Firefox,Palestinian Territory
116.222.245.227,5,0.2,0.2,0.4,0.2,0,0.6,0.4,4,5,5,0,Safari,Mali
116.224.128.7,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Opera,Israel
116.225.149.80,1,0,0,0,1,1,0,0,1,1,1,0,Firefox,Germany
116.226.158.223,1,0,1,0,0,0,0,1,1,1,1,0,Safari,Angola
116.226.216.168,1,1,0,0,0,0,0,1,1,1,1,0,Edge,Syrian Arab Republic
116.226.56.76,1,0,0,1,0,1,0,0,1,1,1,0,Opera,USA
116.228.213.175,1,0,0,0,1,0,0,1,1,1,1,0,Edge,Sierra Leone
116.229.227.104,3,0.666666667,0,0.333333333,0,0.333333333,0,0.666666667,3,3,3,0,Opera,Liechtenstein
116.231.127.78,1,0,0,0,1,0,0,1,1,1,1,0,Opera,USA
116.231.220.17,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,0,Edge,Belize
116.232.165.65,2,0.5,0,0.5,0,0,0,1,1,2,2,0,Bot,Guatemala
116.234.49.109,4,0,0.25,0.5,0.25,0.25,0.25,0.5,4,4,4,1,Chrome,Northern Mariana Islands
116.236.18.191,3,0.333333333,0,0.333333333,0.333333333,1,0,0,3,3,3,0,Bot,El Salvador
116.236.24.240,4,0.25,0.75,0,0,0.25,0,0.75,3,4,4,0,Edge,Lithuania
116.236.8.31,1,0,1,0,0,0,0,1,1,1,1,0,Firefox,USA
116.237.234.239,2,0.5,0,0.5,0,0.5,0.5,0,2,2,2,0,Safari,Belarus
116.24.178.62,3,0,0,1,0,0.333333333,0,0.666666667,3,3,3,0,Bot,Malaysia
116.240.219.149,1,0,0,0,1,0,1,0,1,1,1,0,Opera,USA
116.240.82.152,1,0,0,1,0,1,0,0,1,1,1,0,Opera,Chile
116.245.176.68,1,1,0,0,0,1,0,0,1,1,1,0,Opera,Guadeloupe
116.25.201.128,1,0,1,0,0,0,0,1,1,1,1,0,Bot,Brazil
116.251.10.189,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,0,Opera,Germany
116.251.235.219,2,0.5,0,0.5,0,0,0,1,2,2,2,0,Bot,Trinidad and Tobago
116.252.232.215,5,0.2,0.4,0.4,0,0.2,0.2,0.6,4,5,5,0,Edge,Netherlands Antilles
116.253.91.199,1,0,0,1,0,0,1,0,1,1,1,0,Opera,Brazil
116.253.91.215,3,0.333333333,0.666666667,0,0,0,0,1,3,3,3,0,Opera,Panama
116.27.129.147,1,0,0,0,1,0,1,0,1,1,1,0,Chrome,Libyan Arab Jamahiriya
116.27.218.92,8,0.125,0,0.25,0.625,0.125,0.25,0.625,5,8,8,0,Chrome,Mozambique
116.29.77.183,2,0,1,0,0,0.5,0,0.5,2,2,2,0,Firefox,Comoros
116.31.231.41,1,0,0,0,1,0,0,1,1,1,1,0,Bot,France
116.32.25.230,1,0,0,0,1,1,0,0,1,1,1,0,Edge,China
116.33.193.102,1,0,0,0,1,0,0,1,1,1,1,0,Safari,India
116.34.34.254,3,0,0.666666667,0,0.333333333,1,0,0,2,3,3,0,Firefox,Libyan Arab Jamahiriya
116.35.187.88,4,0.25,0.25,0.5,0,0.25,0.25,0.5,3,4,4,0,Bot,Czech Republic
116.37.70.95,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Safari,Thailand
116.40.183.142,1,0,0,0,1,1,0,0,1,1,1,0,Edge,Hungary
116.40.68.169,1,0,1,0,0,0,1,0,1,1,1,0,Bot,France
116.44.240.93,4,0,0,0.75,0.25,0.25,0.25,0.5,3,4,4,0,Firefox,Saint Pierre and Miquelon
116.47.46.121,1,0,0,0,1,1,0,0,1,1,1,0,Edge,Kiribati
116.51.188.243,1,0,1,0,0,0,0,1,1,1,1,0,Safari,Kiribati
116.54.80.86,5,0.2,0.4,0.4,0,0.4,0.4,0.2,3,5,5,0,Safari,Macao
116.56.157.53,1,1,0,0,0,0,1,0,1,1,1,1,Bot,France
116.56.195.233,4,0.25,0,0.25,0.5,0.25,0.5,0.25,3,4,4,0,Bot,Belarus
116.56.36.108,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,Guinea-Bissau
116.57.41.182,2,0.5,0,0.5,0,0,0,1,2,2,2,0,Firefox,Portugal
116.59.240.195,4,0,0.5,0.25,0.25,0.25,0.25,0.5,3,4,4,1,Safari,Panama
116.60.23.165,4,0.25,0,0.5,0.25,0.25,0.5,0.25,4,4,4,0,Opera,Sweden
116.61.56.33,6,0.333333333,0.166666667,0.333333333,0.166666667,0,0.166666667,0.833333333,5,6,6,0,Edge,Turkmenistan
116.61.76.169,6,0.166666667,0,0.166666667,0.666666667,0.333333333,0.166666667,0.5,4,6,6,0,Chrome,Slovakia (Slovak Republic)
116.62.243.57,2,0,0,0.5,0.5,0.5,0.5,0,2,2,2,0,Chrome,South Georgia and the South Sandwich Islands
116.65.198.222,5,0.4,0,0.6,0,0.4,0.2,0.4,3,5,5,0,Safari,Kiribati
116.68.18.79,2,0,0.5,0,0.5,0,1,0,2,2,2,0,Opera,Tonga
116.68.21.247,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,0,Firefox,Norway
116.70.128.130,2,0,0,0.5,0.5,0,0,1,2,2,2,0,Chrome,Aruba
116.73.127.234,3,0.333333333,0,0,0.666666667,0.666666667,0,0.333333333,3,3,3,0,Opera,Mayotte
116.78.21.25,2,0,0.5,0,0.5,0,0,1,1,2,2,0,Chrome,Ghana
116.79.117.69,1,0,0,1,0,0,1,0,1,1,1,0,Safari,France
116.80.28.16,3,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0.333333333,2,3,3,0,Chrome,Tanzania
116.81.152.201,1,0,0,0,1,0,1,0,1,1,1,0,Opera,Canada
116.81.246.197,3,0.333333333,0.666666667,0,0,0.333333333,0.666666667,0,3,3,3,0,Edge,Bahrain
116.82.196.162,3,0.666666667,0,0.333333333,0,0,0,1,1,3,3,1,Firefox,Mauritania
116.84.101.138,2,0,0,0,1,0.5,0,0.5,2,2,2,0,Edge,Falkland Islands (Malvinas)
116.84.151.134,4,0,0.25,0.5,0.25,0.5,0.25,0.25,3,4,4,0,Firefox,New Caledonia
116.84.21.86,1,0,0,0,1,0,1,0,1,1,1,0,Opera,China
116.84.59.200,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Opera,Sri Lanka
116.85.254.83,3,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0.333333333,2,3,3,0,Firefox,Singapore
116.86.108.30,6,0.5,0,0.166666667,0.333333333,0.333333333,0.5,0.166666667,5,6,6,0,Firefox,Lithuania
116.86.83.120,4,0.25,0,0.75,0,0.25,0.25,0.5,4,4,4,0,Edge,Comoros
116.89.37.140,3,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,2,3,3,0,Opera,Reunion
116.9.143.35,6,0,0,0.333333333,0.666666667,0.5,0.166666667,0.333333333,4,6,6,0,Safari,Sudan
116.9.80.237,1,0,0,0,1,0,0,1,1,1,1,0,Opera,Canada
116.9.97.4,1,0,0,1,0,0,0,1,1,1,1,1,Firefox,Brazil
116.90.162.98,6,0.333333333,0.166666667,0.166666667,0.333333333,0,0,1,3,6,6,0,Firefox,Slovenia
116.91.218.110,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,China
116.93.223.108,1,0,0,1,0,1,0,0,1,1,1,0,Safari,India
116.95.135.166,1,0,0,0,1,0,0,1,1,1,1,0,Firefox,China
116.98.37.62,4,0,0.75,0.25,0,0.25,0.5,0.25,2,4,4,0,Safari,Tuvalu
117.1.109.190,1,0,0,1,0,1,0,0,1,1,1,0,Edge,France
117.100.188.0,2,0,0,0,1,0.5,0.5,0,1,2,2,0,Chrome,Thailand
117.102.197.208,2,0.5,0,0,0.5,0,0,1,2,2,2,0,Chrome,Madagascar
117.105.169.100,6,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,5,6,5,0,Chrome,Saint Kitts and Nevis
117.109.172.52,3,0,0,0.333333333,0.666666667,0.666666667,0,0.333333333,2,3,3,0,Chrome,Swaziland
117.11.220.165,1,1,0,0,0,1,0,0,1,1,1,0,Bot,Germany
117.110.149.84,4,0.25,0.5,0.25,0,0,0.5,0.5,3,4,4,0,Safari,Sweden
117.113.23.91,3,0.333333333,0,0.666666667,0,0,0.666666667,0.333333333,3,3,3,0,Edge,Luxembourg
117.117.85.12,2,0.5,0,0.5,0,0,0,1,2,2,2,0,Opera,New Zealand
117.118.22.254,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,Brazil
117.12.53.157,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Edge,Iceland
117.127.251.87,4,0.25,0,0.5,0.25,0.25,0.5,0.25,3,4,4,0,Opera,Armenia
117.13.49.25,5,0.4,0.2,0.2,0.2,0.4,0,0.6,4,5,5,0,Edge,Serbia
117.130.235.178,3,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,0,Edge,Italy
117.132.1.113,1,1,0,0,0,0,0,1,1,1,1,0,Bot,USA
117.132.199.73,1,0,0,1,0,0,0,1,1,1,1,0,Safari,USA
117.134.142.212,1,0,0,0,1,0,0,1,1,1,1,0,Edge,Madagascar
117.135.142.172,3,0,0,0,1,0.333333333,0.333333333,0.333333333,3,3,3,0,Opera,Bahrain
117.136.15.175,4,0.25,0,0.25,0.5,0.25,0.75,0,3,4,4,0,Edge,Kiribati
117.136.51.96,5,0.2,0.4,0,0.4,0.4,0,0.6,4,5,5,1,Edge,Anguilla
117.14.76.170,3,0.666666667,0.333333333,0,0,0.666666667,0,0.333333333,2,3,3,0,Edge,Liechtenstein
117.142.18.246,1,0,1,0,0,1,0,0,1,1,1,0,Bot,Germany
117.142.210.166,3,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,2,3,3,0,Firefox,British Virgin Islands
117.145.161.93,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0,3,3,2,0,Edge,Korea
117.146.120.108,8,0.375,0,0.375,0.25,0.5,0.25,0.25,5,8,8,0,Firefox,Greenland
117.146.69.197,5,0.2,0.4,0.4,0,0.2,0.4,0.4,5,5,5,0,Safari,Slovenia
117.147.235.160,8,0.125,0.125,0.25,0.5,0.375,0,0.625,4,8,8,0,Safari,Aruba
117.149.59.47,1,1,0,0,0,0,0,1,1,1,1,0,Chrome,Canada
117.150.125.79,6,0.333333333,0.166666667,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,4,6,6,0,Edge,Israel
117.150.148.180,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,Germany
117.150.233.172,4,0.5,0.5,0,0,0.5,0,0.5,3,4,4,0,Firefox,Vanuatu
117.150.4.202,5,0,0.4,0.2,0.4,0.4,0.2,0.4,2,5,5,0,Firefox,Gambia
117.150.85.4,2,0,0,0,1,0,1,0,2,2,2,0,Bot,Barbados
117.155.147.243,3,0.666666667,0,0.333333333,0,0,0.333333333,0.666666667,2,3,3,0,Safari,Mauritania
117.155.206.10,7,0.428571429,0.142857143,0.142857143,0.285714286,0.285714286,0.428571429,0.285714286,6,7,7,0,Chrome,Papua New Guinea
117.155.27.187,1,0,1,0,0,1,0,0,1,1,1,0,Opera,India
117.157.6.177,1,1,0,0,0,0,0,1,1,1,1,0,Firefox,Japan
117.158.207.97,1,1,0,0,0,0,1,0,1,1,1,0,Firefox,China
117.158.23.72,1,0,0,0,1,0,0,1,1,1,1,0,Safari,USA
117.159.161.148,3,0,0,0,1,0.666666667,0,0.333333333,3,3,3,0,Chrome,Malawi
117.162.200.197,6,0.5,0.333333333,0.166666667,0,0.666666667,0.166666667,0.166666667,3,6,6,0,Chrome,Greenland
117.166.241.236,5,0.4,0,0.6,0,0.2,0.2,0.6,2,5,5,0,Edge,Costa Rica
117.166.70.160,3,0.333333333,0,0.666666667,0,0,0,1,2,3,3,0,Safari,Papua New Guinea
117.171.64.14,3,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0.333333333,2,3,3,0,Bot,Malaysia
117.176.74.92,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,0,Chrome,Algeria
117.177.143.93,2,1,0,0,0,1,0,0,1,2,2,0,Chrome,India
117.177.210.63,1,0,1,0,0,0,1,0,1,1,1,0,Safari,France
117.178.79.198,2,1,0,0,0,1,0,0,1,2,2,0,Bot,Turkey
117.18.192.87,1,0,0,1,0,0,0,1,1,1,1,0,Opera,Madagascar
117.182.71.114,1,0,0,0,1,0,0,1,1,1,1,0,Bot,France
117.184.117.23,3,0,0.666666667,0,0.333333333,0.666666667,0,0.333333333,2,3,3,0,Edge,Saint Barthelemy
117.184.51.108,2,0.5,0,0,0.5,0.5,0.5,0,2,2,2,0,Safari,United Arab Emirates
117.190.22.114,1,0,0,1,0,1,0,0,1,1,1,0,Opera,Cuba
117.192.26.21,1,0,0,1,0,0,0,1,1,1,1,0,Firefox,Canada
