IP Address,Total_Requests,DELETE_Perc,GET_Perc,POST_Perc,PUT_Perc,4xx_Perc,5xx_Perc,Other_Perc,Unique_User_Agents,Unique_Sessions,Unique_Locations,Top_User_Agent,Top_Location,Label
153.44.125.239,1,0,0,0,1,1,0,0,1,1,1,Edge,China,1
153.45.47.121,5,0.6,0,0,0.4,0,0.6,0.4,5,5,5,Bot,Sri Lanka,-1
153.47.167.247,1,0,0,0,1,0,0,1,1,1,1,Safari,France,1
153.5.64.135,2,0,1,0,0,0.5,0,0.5,2,2,2,Chrome,Oman,1
153.51.96.42,1,0,0,1,0,0,0,1,1,1,1,Firefox,India,1
153.53.133.206,3,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0,3,3,3,Chrome,Timor-Leste,1
153.53.161.8,1,0,0,0,1,0,0,1,1,1,1,Chrome,USA,1
153.54.105.224,3,0,0.666666667,0,0.333333333,0,0.333333333,0.666666667,2,3,3,Edge,Congo,1
153.54.184.94,1,1,0,0,0,1,0,0,1,1,1,Firefox,Bulgaria,1
153.58.139.147,6,0.166666667,0.333333333,0.166666667,0.333333333,0.666666667,0.166666667,0.166666667,4,6,6,Safari,North Macedonia,-1
153.6.210.182,4,0.25,0.25,0.25,0.25,0.25,0.5,0.25,2,4,4,Edge,North Macedonia,1
153.6.237.231,4,0,0,0.75,0.25,0,0.25,0.75,3,4,4,Safari,Cook Islands,1
153.61.46.85,2,0,0.5,0.5,0,0,0,1,2,2,2,Safari,Australia,1
153.62.132.241,4,0.5,0,0.25,0.25,0.5,0.25,0.25,3,4,4,Bot,Lithuania,1
153.62.145.199,1,0,0,0,1,0,1,0,1,1,1,Bot,India,1
153.63.121.182,3,0,0,0.333333333,0.666666667,0.666666667,0,0.333333333,3,3,3,Opera,Liberia,1
153.64.186.10,6,0.333333333,0.333333333,0,0.333333333,0.166666667,0.333333333,0.5,4,6,6,Edge,Ghana,-1
153.67.72.182,4,0.25,0.5,0.25,0,0.75,0.25,0,3,4,3,Chrome,Bahrain,1
153.7.117.229,2,0,0,1,0,0,0.5,0.5,1,2,2,Safari,Vietnam,1
153.7.141.145,1,0,0,1,0,1,0,0,1,1,1,Bot,Israel,1
153.71.94.20,3,0.666666667,0,0,0.333333333,0.333333333,0,0.666666667,3,3,3,Opera,Papua New Guinea,1
153.72.248.66,1,0,0,1,0,1,0,0,1,1,1,Chrome,France,1
153.73.127.128,5,0.6,0.2,0.2,0,0.6,0,0.4,5,5,5,Edge,Guadeloupe,-1
153.73.48.20,4,0.25,0.5,0.25,0,0.5,0.25,0.25,2,4,4,Edge,Lesotho,1
153.76.125.164,2,0,0,0.5,0.5,0,0,1,1,2,2,Chrome,United States Virgin Islands,1
153.78.202.152,4,0.25,0,0.25,0.5,0.25,0.5,0.25,2,4,4,Bot,Israel,1
153.79.8.148,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,Edge,French Polynesia,1
153.86.57.77,4,0.5,0.25,0,0.25,0.5,0.5,0,4,4,4,Bot,Egypt,-1
153.88.68.116,1,0,1,0,0,1,0,0,1,1,1,Firefox,Germany,1
153.9.119.137,1,0,1,0,0,0,0,1,1,1,1,Edge,Germany,1
153.91.167.183,1,0,1,0,0,1,0,0,1,1,1,Bot,USA,1
153.94.213.238,3,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0.333333333,3,3,3,Bot,Bahamas,1
153.94.93.31,3,0,0.333333333,0,0.666666667,0.333333333,0,0.666666667,3,3,3,Safari,Western Sahara,1
153.95.150.211,6,0.5,0.166666667,0,0.333333333,0.666666667,0.333333333,0,4,6,6,Bot,Qatar,-1
153.95.71.119,1,0,1,0,0,0,0,1,1,1,1,Opera,Germany,1
153.99.23.45,5,0.4,0,0.2,0.4,0.4,0,0.6,4,5,4,Opera,Netherlands,-1
154.0.178.136,3,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Opera,Croatia,1
154.10.166.187,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,Bot,Eritrea,1
154.10.241.47,6,0.5,0,0.166666667,0.333333333,0.333333333,0.166666667,0.5,4,6,6,Edge,Bosnia and Herzegovina,-1
154.10.56.240,3,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.666666667,3,3,3,Bot,Senegal,1
154.102.253.203,1,0,0,0,1,1,0,0,1,1,1,Bot,Canada,1
154.103.104.207,2,0,0,0.5,0.5,0,0.5,0.5,2,2,2,Bot,Mayotte,1
154.103.136.159,4,0.25,0.25,0.25,0.25,0.25,0.25,0.5,4,4,4,Chrome,Jersey,-1
154.108.151.46,1,0,1,0,0,0,1,0,1,1,1,Bot,USA,1
154.108.170.225,1,1,0,0,0,0,0,1,1,1,1,Edge,Germany,1
154.108.93.98,1,0,1,0,0,1,0,0,1,1,1,Firefox,France,1
154.109.52.120,1,1,0,0,0,1,0,0,1,1,1,Firefox,USA,1
154.109.92.73,1,1,0,0,0,0,1,0,1,1,1,Firefox,Vanuatu,1
154.113.99.61,1,0,0,1,0,1,0,0,1,1,1,Chrome,Burkina Faso,1
154.115.20.70,2,0,0.5,0.5,0,0,0,1,2,2,2,Firefox,Uruguay,1
154.116.152.153,1,0,0,1,0,0,0,1,1,1,1,Edge,USA,1
154.121.116.9,3,0.333333333,0.333333333,0,0.333333333,0.666666667,0,0.333333333,3,3,3,Safari,Turkey,1
154.126.60.171,2,0,0,0.5,0.5,1,0,0,1,2,2,Firefox,Poland,1
154.127.21.107,4,0.25,0.5,0.25,0,0.75,0,0.25,3,4,4,Firefox,Palestinian Territory,1
154.132.50.10,5,0.2,0,0.6,0.2,0.8,0,0.2,3,5,4,Safari,United States Virgin Islands,1
154.134.7.135,1,0,1,0,0,1,0,0,1,1,1,Edge,Germany,1
154.136.226.138,4,0,0.25,0.5,0.25,0.5,0.25,0.25,3,4,4,Opera,Dominica,1
154.137.154.228,4,0.5,0.25,0,0.25,0.5,0.25,0.25,4,4,4,Firefox,Montserrat,-1
154.137.214.103,1,0,0,0,1,0,1,0,1,1,1,Bot,India,1
154.139.228.109,1,0,0,0,1,0,1,0,1,1,1,Safari,Canada,1
154.14.57.42,1,0,0,0,1,0,1,0,1,1,1,Edge,China,1
154.141.33.198,5,0.2,0.4,0.2,0.2,0.4,0.4,0.2,3,5,5,Firefox,Tajikistan,1
154.145.251.99,4,0.25,0.5,0.25,0,0.5,0.25,0.25,4,4,4,Edge,Croatia,-1
154.146.190.50,2,0.5,0.5,0,0,1,0,0,1,2,2,Chrome,Norway,1
154.146.243.93,5,0.2,0.4,0.4,0,0.4,0.4,0.2,4,5,5,Safari,Netherlands,-1
154.149.162.145,3,0,0.333333333,0,0.666666667,0,0.333333333,0.666666667,2,3,3,Firefox,Afghanistan,1
154.149.48.91,1,0,0,0,1,1,0,0,1,1,1,Firefox,Brazil,1
154.154.138.48,5,0.2,0.2,0.6,0,0.4,0,0.6,4,5,5,Bot,Ghana,-1
154.155.119.71,1,0,0,1,0,1,0,0,1,1,1,Opera,Brazil,1
154.158.30.15,2,0,0.5,0.5,0,0,0.5,0.5,2,2,2,Chrome,Australia,1
154.159.207.171,1,0,0,1,0,0,1,0,1,1,1,Chrome,France,1
154.159.6.143,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,Chrome,Philippines,1
154.16.213.112,2,0,1,0,0,0.5,0,0.5,2,2,2,Opera,Monaco,1
154.16.255.240,1,1,0,0,0,0,1,0,1,1,1,Bot,France,1
154.160.133.18,4,0.5,0,0.25,0.25,0,0.75,0.25,3,4,4,Opera,Kazakhstan,1
154.161.13.254,1,0,0,1,0,1,0,0,1,1,1,Opera,China,1
154.161.46.138,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,Chrome,Senegal,1
154.166.107.191,4,0.5,0.5,0,0,0.25,0.25,0.5,2,4,4,Opera,Bahrain,1
154.175.92.106,1,0,0,0,1,1,0,0,1,1,1,Opera,France,1
154.176.59.114,1,0,1,0,0,1,0,0,1,1,1,Safari,Armenia,1
154.179.210.3,1,0,0,1,0,0,0,1,1,1,1,Edge,Brazil,1
154.179.212.153,3,0.333333333,0.666666667,0,0,0.666666667,0,0.333333333,3,3,3,Chrome,Gibraltar,1
154.179.55.104,4,0.5,0.25,0.25,0,0,0.75,0.25,3,4,4,Firefox,Armenia,1
154.183.246.171,4,0,0.25,0.25,0.5,0.5,0.25,0.25,3,4,4,Bot,United Arab Emirates,1
154.186.154.127,2,0,0.5,0.5,0,1,0,0,2,2,2,Bot,Azerbaijan,1
154.186.94.158,1,0,1,0,0,1,0,0,1,1,1,Opera,Tunisia,1
154.189.68.84,2,0,0,1,0,0.5,0,0.5,2,2,2,Safari,Hungary,1
154.19.161.6,4,0.25,0,0.25,0.5,0.25,0.25,0.5,3,4,4,Edge,Norfolk Island,1
154.190.159.70,2,0.5,0,0,0.5,0.5,0,0.5,1,2,2,Firefox,Tokelau,1
154.192.216.214,1,0,0,0,1,1,0,0,1,1,1,Safari,France,1
154.196.68.242,1,1,0,0,0,1,0,0,1,1,1,Chrome,Angola,1
154.20.158.145,5,0,0,0.4,0.6,0.6,0,0.4,2,5,5,Opera,Cyprus,1
154.200.197.230,3,0,0,0.666666667,0.333333333,1,0,0,3,3,3,Edge,Guatemala,1
154.202.152.176,1,0,1,0,0,1,0,0,1,1,1,Opera,Colombia,1
154.202.193.171,4,0.25,0.5,0,0.25,0.25,0,0.75,3,4,4,Opera,Norfolk Island,1
154.203.22.253,1,0,1,0,0,1,0,0,1,1,1,Bot,Croatia,1
154.205.157.202,4,0,0,0.25,0.75,0,0,1,3,4,4,Chrome,United Kingdom,1
154.205.172.246,7,0.142857143,0.428571429,0.142857143,0.285714286,0.142857143,0.285714286,0.571428571,3,7,6,Safari,French Guiana,-1
154.206.92.185,3,0.333333333,0.666666667,0,0,0,0.666666667,0.333333333,3,3,3,Opera,Heard Island and McDonald Islands,1
154.207.107.182,1,0,0,1,0,1,0,0,1,1,1,Chrome,Germany,1
154.209.244.214,1,0,1,0,0,1,0,0,1,1,1,Safari,China,1
154.209.81.7,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,Safari,Brunei Darussalam,1
154.210.143.172,1,0,1,0,0,0,0,1,1,1,1,Edge,Germany,1
154.211.196.165,2,0,0.5,0.5,0,0.5,0.5,0,2,2,2,Opera,Cocos (Keeling) Islands,1
154.214.77.47,6,0.166666667,0.5,0,0.333333333,0.166666667,0.333333333,0.5,4,6,6,Firefox,Lithuania,-1
154.218.180.179,1,0,0,0,1,0,0,1,1,1,1,Safari,Brazil,1
154.218.244.82,1,0,0,1,0,1,0,0,1,1,1,Opera,USA,1
154.219.106.153,1,1,0,0,0,1,0,0,1,1,1,Firefox,Canada,1
154.220.103.182,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,3,3,3,Safari,Congo,1
154.220.60.170,3,0,0.666666667,0,0.333333333,0,0.333333333,0.666666667,3,3,3,Edge,New Caledonia,1
154.221.203.206,1,0,0,0,1,0,1,0,1,1,1,Firefox,USA,1
154.222.73.177,1,0,0,1,0,1,0,0,1,1,1,Firefox,Seychelles,1
154.223.142.42,1,0,0,0,1,0,0,1,1,1,1,Edge,Germany,1
154.224.15.27,1,1,0,0,0,1,0,0,1,1,1,Edge,China,1
154.227.87.86,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,Safari,Chile,1
154.229.126.87,4,0.25,0,0.5,0.25,0.5,0.25,0.25,3,4,4,Edge,Bangladesh,1
154.229.128.108,1,0,0,1,0,1,0,0,1,1,1,Firefox,France,1
154.230.18.27,2,0.5,0,0,0.5,0.5,0.5,0,1,2,2,Edge,Isle of Man,1
154.230.23.158,4,0.5,0,0,0.5,0,0.25,0.75,4,4,4,Opera,Germany,-1
154.230.43.130,1,0,1,0,0,1,0,0,1,1,1,Firefox,USA,1
154.233.162.181,5,0.2,0.6,0,0.2,0.6,0.2,0.2,3,5,5,Opera,Switzerland,1
154.233.3.61,5,0,0.2,0.4,0.4,0.6,0.2,0.2,5,5,5,Opera,Ethiopia,-1
154.236.78.88,5,0.4,0.2,0,0.4,0.4,0,0.6,3,5,5,Edge,Micronesia,1
154.237.65.226,5,0.4,0.2,0.4,0,0.2,0.2,0.6,3,5,5,Firefox,Sierra Leone,1
154.238.68.199,1,0,0,1,0,0,1,0,1,1,1,Chrome,Germany,1
154.240.209.62,3,0.666666667,0,0,0.333333333,0.333333333,0,0.666666667,3,3,3,Firefox,Saint Pierre and Miquelon,1
154.241.214.69,8,0.125,0.25,0.125,0.5,0.25,0.375,0.375,3,8,8,Opera,Papua New Guinea,-1
154.242.234.4,1,0,0,0,1,0,1,0,1,1,1,Firefox,China,1
154.246.61.156,4,0.5,0,0.25,0.25,0.5,0.25,0.25,2,4,4,Safari,Kazakhstan,1
154.247.43.154,1,1,0,0,0,1,0,0,1,1,1,Opera,India,1
154.248.137.35,1,1,0,0,0,1,0,0,1,1,1,Chrome,Greenland,1
154.248.57.230,1,1,0,0,0,0,0,1,1,1,1,Bot,Croatia,1
154.25.137.172,4,0,0.25,0.5,0.25,0.25,0,0.75,3,4,4,Firefox,Botswana,1
154.25.154.65,4,0,0,0.75,0.25,0.25,0,0.75,3,4,4,Edge,Senegal,1
154.25.208.49,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,3,3,3,Edge,Iran,1
154.251.76.244,3,0,0,0.666666667,0.333333333,0.666666667,0,0.333333333,3,3,3,Bot,Burundi,1
154.253.156.23,1,0,0,0,1,1,0,0,1,1,1,Safari,China,1
154.254.75.26,2,1,0,0,0,0.5,0,0.5,2,2,2,Bot,Jersey,1
154.27.156.116,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,Bot,Bhutan,1
154.28.147.237,1,0,0,0,1,0,0,1,1,1,1,Opera,France,1
154.3.115.119,4,0.25,0.5,0.25,0,0.5,0,0.5,3,4,4,Opera,French Southern Territories,1
154.3.46.170,7,0.428571429,0.142857143,0.285714286,0.142857143,0.142857143,0.428571429,0.428571429,2,7,7,Edge,Afghanistan,-1
154.32.98.237,2,0,1,0,0,0,0,1,2,2,2,Opera,Trinidad and Tobago,1
154.34.92.102,6,0.333333333,0.166666667,0,0.5,0.666666667,0,0.333333333,5,6,6,Edge,Nauru,-1
154.38.94.234,4,0.25,0.25,0,0.5,0.5,0,0.5,2,4,4,Bot,Christmas Island,1
154.39.106.25,6,0.333333333,0.333333333,0,0.333333333,0.166666667,0.5,0.333333333,3,6,6,Edge,Latvia,-1
154.39.135.235,1,0,0,1,0,0,1,0,1,1,1,Firefox,Belarus,1
154.39.39.204,3,0,0.333333333,0,0.666666667,0.666666667,0,0.333333333,2,3,3,Chrome,Cuba,1
154.40.18.28,1,0,0,1,0,1,0,0,1,1,1,Chrome,Germany,1
154.45.142.79,4,0.5,0.25,0.25,0,0.25,0,0.75,4,4,4,Safari,Greenland,-1
154.45.65.230,2,0.5,0,0.5,0,0,0.5,0.5,1,1,2,Bot,Colombia,1
154.46.252.4,1,0,0,1,0,1,0,0,1,1,1,Opera,China,1
154.51.59.10,5,0.2,0.4,0.2,0.2,0.4,0.4,0.2,4,5,5,Opera,Vietnam,-1
154.57.168.208,3,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0.333333333,3,3,3,Safari,Bulgaria,1
154.58.129.37,3,0.666666667,0.333333333,0,0,0,0,1,3,3,3,Firefox,Suriname,1
154.59.227.25,1,0,1,0,0,0,0,1,1,1,1,Safari,Netherlands,1
154.62.25.250,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,3,3,3,Firefox,Estonia,1
154.63.208.120,1,1,0,0,0,0,1,0,1,1,1,Safari,Germany,1
154.63.252.171,5,0.4,0,0.2,0.4,0.2,0.2,0.6,3,5,5,Edge,Congo,1
154.69.218.23,1,0,0,0,1,0,1,0,1,1,1,Firefox,China,1
154.71.177.106,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,3,3,3,Opera,Chile,1
154.74.254.11,1,0,1,0,0,0,0,1,1,1,1,Bot,Brazil,1
154.75.160.34,1,0,0,0,1,1,0,0,1,1,1,Chrome,China,1
154.78.151.245,4,0,0.5,0.25,0.25,0.5,0,0.5,3,4,4,Safari,Cape Verde,1
154.79.92.217,5,0.2,0.2,0.4,0.2,0.4,0,0.6,3,5,5,Bot,Togo,1
154.82.36.250,5,0.2,0,0.8,0,0.4,0.2,0.4,4,5,5,Bot,French Polynesia,-1
154.87.13.168,1,0,1,0,0,0,0,1,1,1,1,Firefox,Saint Pierre and Miquelon,1
154.88.56.73,1,1,0,0,0,1,0,0,1,1,1,Chrome,Brazil,1
154.89.93.187,4,0.25,0.75,0,0,0.5,0.5,0,2,4,4,Safari,Bouvet Island (Bouvetoya),1
154.90.69.141,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,Bot,Tanzania,1
154.96.118.121,1,1,0,0,0,1,0,0,1,1,1,Firefox,Cape Verde,1
155.0.230.240,3,0,0,0.666666667,0.333333333,0.666666667,0,0.333333333,3,3,3,Bot,Togo,1
155.10.33.70,1,0,0,1,0,0,0,1,1,1,1,Edge,Iceland,1
155.103.133.80,5,0,0.4,0.2,0.4,0.4,0.2,0.4,2,5,5,Chrome,Chad,1
155.103.181.182,1,0,0,0,1,0,0,1,1,1,1,Bot,Canada,1
155.104.55.215,3,0.666666667,0,0,0.333333333,0.333333333,0,0.666666667,3,3,3,Opera,Norway,1
155.105.191.26,6,0.5,0.5,0,0,0.333333333,0.166666667,0.5,5,6,6,Edge,Algeria,-1
155.105.94.191,2,0,1,0,0,0.5,0.5,0,2,2,2,Edge,Latvia,1
155.108.11.197,1,1,0,0,0,1,0,0,1,1,1,Safari,Germany,1
155.114.198.215,5,0,0.2,0.2,0.6,0.4,0.2,0.4,3,5,5,Firefox,Palau,1
155.114.7.154,1,0,0,0,1,1,0,0,1,1,1,Edge,Anguilla,1
155.118.58.127,2,0,0,0.5,0.5,0,0,1,1,2,2,Chrome,Bulgaria,1
155.119.148.121,3,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0.666666667,3,3,3,Chrome,Mayotte,1
155.119.201.158,1,0,0,0,1,0,0,1,1,1,1,Bot,USA,1
155.122.19.139,1,0,1,0,0,0,0,1,1,1,1,Opera,Brazil,1
155.122.235.125,1,1,0,0,0,1,0,0,1,1,1,Chrome,Canada,1
155.130.128.24,4,0.5,0.25,0.25,0,0.25,0.25,0.5,4,4,4,Safari,Vanuatu,-1
155.130.182.235,2,0,0,1,0,0.5,0,0.5,2,2,2,Firefox,Azerbaijan,1
155.130.226.163,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,Firefox,Slovakia (Slovak Republic),1
155.135.143.71,4,0.75,0,0.25,0,0.75,0,0.25,2,4,4,Safari,Kazakhstan,1
155.137.29.141,1,0,1,0,0,0,1,0,1,1,1,Edge,Germany,1
155.138.89.157,1,0,1,0,0,1,0,0,1,1,1,Chrome,Brazil,1
155.139.130.152,1,1,0,0,0,0,0,1,1,1,1,Safari,France,1
155.139.231.66,1,0,0,0,1,0,0,1,1,1,1,Bot,Ethiopia,1
155.14.26.151,1,0,1,0,0,0,0,1,1,1,1,Firefox,Guinea-Bissau,1
155.145.184.54,1,0,0,0,1,0,0,1,1,1,1,Safari,USA,1
155.146.97.253,4,0,0.25,0.75,0,0.75,0,0.25,2,4,4,Opera,Lithuania,1
155.149.102.188,1,0,0,0,1,1,0,0,1,1,1,Edge,Brazil,1
155.154.43.230,3,0.333333333,0,0.333333333,0.333333333,0,0.666666667,0.333333333,3,3,3,Chrome,Denmark,1
155.155.105.169,4,0.25,0.25,0.25,0.25,0.5,0.5,0,3,4,4,Edge,Algeria,1
155.156.51.40,3,0.333333333,0.666666667,0,0,0,0.333333333,0.666666667,3,3,3,Edge,Papua New Guinea,1
155.156.76.79,1,1,0,0,0,1,0,0,1,1,1,Safari,Malaysia,1
155.162.140.177,4,0.25,0,0.5,0.25,0.75,0,0.25,3,4,4,Bot,Malaysia,1
155.164.25.68,4,0.25,0,0.75,0,0,0.25,0.75,3,4,4,Bot,Congo,1
155.165.97.98,4,0.5,0,0.5,0,0.75,0,0.25,3,4,4,Opera,Guatemala,1
155.166.173.14,4,0.5,0.5,0,0,0.5,0.25,0.25,3,4,4,Edge,Canada,1
155.166.47.27,2,0.5,0.5,0,0,0,0,1,2,2,1,Edge,Myanmar,1
155.167.156.11,3,0.666666667,0.333333333,0,0,0.666666667,0,0.333333333,2,3,3,Opera,Mauritius,1
155.167.171.20,7,0.285714286,0.428571429,0.142857143,0.142857143,0.142857143,0.428571429,0.428571429,5,7,7,Opera,Comoros,-1
155.167.89.26,1,1,0,0,0,1,0,0,1,1,1,Firefox,China,1
155.172.212.76,2,0.5,0,0,0.5,0,0,1,2,2,2,Edge,Andorra,1
155.174.165.103,4,0.75,0,0,0.25,0.5,0,0.5,3,4,4,Opera,Guinea,1
155.175.177.198,1,1,0,0,0,0,0,1,1,1,1,Opera,Turkmenistan,1
155.175.51.217,3,0.333333333,0.333333333,0,0.333333333,0.333333333,0.666666667,0,2,3,3,Bot,Ukraine,1
155.177.180.212,4,0.5,0,0.25,0.25,0.75,0.25,0,3,4,4,Firefox,Solomon Islands,1
155.177.86.178,1,0,0,1,0,0,0,1,1,1,1,Opera,Mauritius,1
155.177.9.56,4,0,0.5,0.25,0.25,0,0.5,0.5,3,4,4,Opera,Turkmenistan,1
155.178.17.177,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,Bot,Peru,1
155.178.32.162,2,0,0,0,1,0.5,0,0.5,1,2,2,Firefox,Hong Kong,1
155.179.222.76,2,0,1,0,0,0.5,0,0.5,2,2,2,Chrome,Svalbard & Jan Mayen Islands,1
155.179.44.247,4,0,0.5,0.5,0,0.25,0.25,0.5,3,4,4,Edge,Liechtenstein,1
155.18.16.116,4,0.25,0.5,0.25,0,0.75,0,0.25,4,4,4,Chrome,Namibia,-1
155.182.244.17,2,0.5,0,0,0.5,1,0,0,2,2,2,Safari,Cyprus,1
155.183.79.227,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,Bot,Vietnam,1
155.185.224.72,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,Opera,Namibia,1
155.186.233.133,2,0.5,0,0.5,0,1,0,0,2,2,2,Edge,Niger,1
155.187.195.197,1,1,0,0,0,0,1,0,1,1,1,Bot,France,1
155.190.25.73,5,0.2,0.2,0,0.6,0.4,0.2,0.4,3,5,5,Edge,Croatia,1
155.192.244.92,4,0.5,0,0.5,0,0.25,0.5,0.25,3,4,4,Chrome,Guernsey,1
155.193.45.238,1,0,0,0,1,0,1,0,1,1,1,Edge,Holy See (Vatican City State),1
155.194.17.31,2,0.5,0,0.5,0,0,1,0,2,2,2,Edge,Indonesia,1
155.195.97.73,1,0,0,1,0,0,0,1,1,1,1,Firefox,France,1
155.20.90.183,1,0,1,0,0,0,0,1,1,1,1,Firefox,Brazil,1
155.200.122.190,5,0.2,0.2,0.4,0.2,0.6,0.4,0,4,5,5,Firefox,Thailand,-1
155.202.181.28,1,0,0,0,1,0,1,0,1,1,1,Edge,Germany,1
155.206.230.157,6,0.5,0.166666667,0,0.333333333,0.666666667,0.166666667,0.166666667,4,6,5,Bot,Iran,-1
155.208.65.76,2,0.5,0,0,0.5,0.5,0.5,0,2,2,2,Firefox,Trinidad and Tobago,1
155.209.156.40,4,0,0.25,0.25,0.5,0.25,0,0.75,3,4,4,Bot,Greenland,1
155.21.169.129,1,1,0,0,0,0,1,0,1,1,1,Safari,Brazil,1
155.21.204.253,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,Bot,Switzerland,1
155.213.112.6,2,0,0.5,0.5,0,1,0,0,1,2,2,Firefox,Brunei Darussalam,1
155.213.122.74,4,0.25,0.25,0,0.5,0.25,0.75,0,4,4,4,Chrome,United States Virgin Islands,-1
155.217.255.48,1,0,1,0,0,0,1,0,1,1,1,Opera,Paraguay,1
155.217.54.135,4,0,0.5,0.25,0.25,0.25,0.5,0.25,3,4,4,Safari,Croatia,1
155.22.179.3,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Chrome,United Arab Emirates,1
155.220.234.182,2,0.5,0,0.5,0,0.5,0.5,0,2,2,2,Firefox,Dominica,1
155.224.167.187,4,0.75,0,0.25,0,0.5,0.25,0.25,4,4,4,Edge,Antarctica (the territory South of 60 deg S),-1
155.228.105.207,5,0,0.6,0,0.4,0.4,0,0.6,5,5,5,Firefox,Belarus,-1
155.23.186.187,3,0.666666667,0,0.333333333,0,1,0,0,3,3,3,Safari,Pitcairn Islands,1
155.233.138.6,1,0,0,0,1,0,0,1,1,1,1,Firefox,India,1
155.233.250.84,1,0,0,0,1,1,0,0,1,1,1,Chrome,USA,1
155.234.2.38,1,1,0,0,0,0,1,0,1,1,1,Chrome,China,1
155.234.235.153,3,0.333333333,0,0.333333333,0.333333333,0,0.666666667,0.333333333,3,3,3,Opera,Czech Republic,1
155.239.236.27,3,0,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,3,3,3,Firefox,Saudi Arabia,1
155.24.42.79,4,0,0.25,0.25,0.5,0,0.5,0.5,3,4,4,Edge,Zimbabwe,1
155.243.106.192,1,1,0,0,0,0,1,0,1,1,1,Firefox,Germany,1
155.244.104.191,1,0,0,1,0,1,0,0,1,1,1,Opera,Brazil,1
155.245.139.153,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Chrome,Oman,1
155.246.60.175,1,1,0,0,0,0,0,1,1,1,1,Opera,Brazil,1
155.251.186.121,1,0,0,1,0,0,0,1,1,1,1,Edge,France,1
155.252.51.177,5,0,0.2,0.6,0.2,0.2,0.4,0.4,4,5,5,Edge,Mauritius,-1
155.255.91.95,1,0,0,1,0,1,0,0,1,1,1,Opera,Belize,1
155.27.148.48,2,0,0,1,0,0.5,0,0.5,2,2,2,Opera,Montenegro,1
155.31.147.65,1,1,0,0,0,0,0,1,1,1,1,Bot,France,1
155.32.41.21,4,0.5,0.25,0.25,0,0.5,0,0.5,4,4,4,Edge,North Macedonia,-1
155.33.112.105,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Opera,Netherlands Antilles,1
155.33.3.213,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,Safari,Madagascar,1
155.38.23.220,3,0.333333333,0,0.666666667,0,0.666666667,0,0.333333333,2,3,3,Bot,United States of America,1
155.39.254.67,2,0,0,0,1,0,0,1,2,2,2,Firefox,Turkmenistan,1
155.4.174.160,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,Bot,Australia,1
155.4.185.206,1,0,0,1,0,1,0,0,1,1,1,Safari,Holy See (Vatican City State),1
155.4.188.228,1,0,0,0,1,0,1,0,1,1,1,Opera,Italy,1
155.4.209.36,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,Firefox,Kiribati,1
155.43.44.224,8,0.375,0.125,0.125,0.375,0.375,0.125,0.5,5,8,8,Chrome,Afghanistan,-1
155.44.197.16,1,0,0,0,1,0,1,0,1,1,1,Safari,France,1
155.45.158.85,5,0.4,0.2,0.4,0,0.2,0.2,0.6,4,5,5,Firefox,Gabon,-1
155.5.173.171,1,0,1,0,0,1,0,0,1,1,1,Edge,China,1
155.53.209.46,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,Safari,Philippines,1
155.53.239.129,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,Safari,Namibia,1
155.55.231.163,1,0,0,1,0,1,0,0,1,1,1,Chrome,Germany,1
155.58.208.86,1,0,0,0,1,1,0,0,1,1,1,Firefox,France,1
